invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,date,time,payment
INV-IND-00218,BLR,Hyderabad,Normal,Female,Clothing,57.17,8,22.87,480.23,14-02-2023,14:41:00,Credit Card
INV-IND-00219,KOL,Ahmedabad,Normal,Female,Health & Wellness,65.05,8,26.02,546.42,13-01-2023,18:21:00,Cash
INV-IND-00220,HYD,Bangalore,Normal,Male,Clothing,59.82,7,20.94,439.68,10-03-2023,20:45:00,Cash
INV-IND-00221,PUN,Pune,Member,Female,Groceries,71.29,6,21.39,449.13,25-01-2023,09:27:00,Cash
INV-IND-00222,CHE,Hyderabad,Member,Female,Sports,5.58,2,0.56,11.72,20-01-2023,17:43:00,Credit Card
INV-IND-00223,BLR,Bangalore,Member,Female,Books & Stationery,14.59,7,5.11,107.24,23-03-2023,17:01:00,Debit Card
INV-IND-00224,PUN,Delhi,Normal,Female,Health & Wellness,87.55,5,21.89,459.64,23-03-2023,19:23:00,Cash
INV-IND-00225,HYD,Kolkata,Member,Female,Clothing,69.77,6,20.93,439.55,07-03-2023,13:08:00,Net Banking
INV-IND-00226,HYD,Pune,Normal,Male,Sports,15.73,8,6.29,132.13,15-03-2023,13:42:00,Cash
INV-IND-00227,AHM,Chennai,Normal,Female,Groceries,85,8,34,714,14-02-2023,15:15:00,Debit Card
INV-IND-00228,PUN,Kolkata,Normal,Male,Clothing,28.01,3,4.2,88.23,16-02-2023,10:56:00,Credit Card
INV-IND-00229,CHE,Mumbai,Normal,Male,Books & Stationery,50.43,7,17.65,370.66,04-03-2023,10:18:00,Cash
INV-IND-00230,KOL,Kolkata,Normal,Male,Electronics,18.79,1,0.94,19.73,17-03-2023,11:13:00,Cash
INV-IND-00231,BLR,Kolkata,Normal,Male,Sports,72.46,1,3.62,76.08,18-03-2023,11:05:00,Net Banking
INV-IND-00232,AHM,Ahmedabad,Member,Female,Groceries,68.35,7,23.92,502.37,24-02-2023,11:37:00,Net Banking
INV-IND-00233,MUM,Bangalore,Member,Male,Clothing,25.06,9,11.28,236.82,16-03-2023,10:43:00,Cash
INV-IND-00234,DEL,Ahmedabad,Normal,Male,Books & Stationery,87.02,7,30.46,639.6,19-01-2023,10:40:00,Cash
INV-IND-00235,KOL,Ahmedabad,Normal,Female,Electronics,43.12,5,10.78,226.38,04-02-2023,16:44:00,Net Banking
INV-IND-00236,AHM,Chennai,Member,Female,Electronics,32.79,8,13.12,275.44,22-02-2023,21:27:00,Debit Card
INV-IND-00237,BLR,Chennai,Normal,Female,Groceries,19.47,2,1.95,40.89,26-01-2023,18:00:00,UPI
INV-IND-00238,PUN,Pune,Normal,Male,Home Appliances,30.29,9,13.63,286.24,14-01-2023,21:55:00,UPI
INV-IND-00239,HYD,Ahmedabad,Member,Female,Books & Stationery,7.09,6,2.13,44.67,14-02-2023,08:41:00,Cash
INV-IND-00240,PUN,Chennai,Normal,Female,Books & Stationery,60.41,9,27.18,570.87,13-02-2023,11:29:00,Net Banking
INV-IND-00241,AHM,Hyderabad,Normal,Male,Health & Wellness,85.01,2,8.5,178.52,29-03-2023,20:20:00,Credit Card
INV-IND-00242,BLR,Hyderabad,Normal,Female,Groceries,57.15,3,8.57,180.02,06-03-2023,12:34:00,Credit Card
INV-IND-00243,PUN,Pune,Member,Female,Electronics,25.83,8,10.33,216.97,20-02-2023,12:38:00,UPI
INV-IND-00244,PUN,Hyderabad,Member,Female,Electronics,8.2,1,0.41,8.61,12-02-2023,12:10:00,Debit Card
INV-IND-00245,DEL,Pune,Member,Female,Groceries,25.39,7,8.89,186.62,27-03-2023,13:09:00,UPI
INV-IND-00246,CHE,Mumbai,Normal,Male,Home Appliances,44.53,7,15.59,327.3,23-01-2023,19:59:00,Cash
INV-IND-00247,AHM,Chennai,Normal,Female,Health & Wellness,77.16,1,3.86,81.02,25-02-2023,21:52:00,Debit Card
INV-IND-00248,DEL,Ahmedabad,Member,Female,Clothing,22.85,9,10.28,215.93,19-01-2023,10:19:00,Credit Card
INV-IND-00249,AHM,Pune,Normal,Male,Groceries,73.38,8,29.35,616.39,23-03-2023,21:11:00,Net Banking
INV-IND-00250,MUM,Pune,Normal,Female,Health & Wellness,87.36,4,17.47,366.91,17-03-2023,17:05:00,Net Banking
INV-IND-00251,MUM,Bangalore,Normal,Male,Books & Stationery,48.12,5,12.03,252.63,24-02-2023,21:40:00,Cash
INV-IND-00252,DEL,Ahmedabad,Normal,Female,Health & Wellness,83.04,2,8.3,174.38,01-03-2023,16:49:00,UPI
INV-IND-00253,KOL,Mumbai,Normal,Male,Sports,57.69,9,25.96,545.17,28-02-2023,08:56:00,Cash
INV-IND-00254,KOL,Bangalore,Member,Male,Electronics,65.52,6,19.66,412.78,02-02-2023,09:51:00,Net Banking
INV-IND-00255,PUN,Chennai,Normal,Male,Clothing,55,3,8.25,173.25,19-01-2023,08:04:00,Credit Card
INV-IND-00256,PUN,Delhi,Member,Male,Groceries,49,7,17.15,360.15,28-01-2023,14:49:00,Net Banking
INV-IND-00257,HYD,Ahmedabad,Normal,Female,Electronics,27.29,9,12.28,257.89,21-02-2023,14:53:00,Debit Card
INV-IND-00258,MUM,Delhi,Member,Male,Sports,33.8,3,5.07,106.47,18-02-2023,11:01:00,Net Banking
INV-IND-00259,AHM,Ahmedabad,Normal,Female,Sports,32.55,2,3.26,68.36,06-02-2023,08:12:00,Net Banking
INV-IND-00260,HYD,Mumbai,Member,Male,Electronics,58.51,7,20.48,430.05,26-01-2023,13:38:00,Debit Card
INV-IND-00261,MUM,Bangalore,Normal,Male,Home Appliances,16.4,7,5.74,120.54,09-02-2023,21:16:00,UPI
INV-IND-00262,DEL,Pune,Member,Male,Health & Wellness,92.1,4,18.42,386.82,21-03-2023,12:18:00,Net Banking
INV-IND-00263,KOL,Bangalore,Normal,Female,Groceries,73.46,9,33.06,694.2,07-02-2023,09:29:00,Cash
INV-IND-00264,PUN,Delhi,Member,Male,Groceries,43.14,8,17.26,362.38,18-03-2023,18:15:00,Net Banking
INV-IND-00265,KOL,Ahmedabad,Normal,Female,Groceries,20.07,1,1,21.07,28-03-2023,19:37:00,Cash
INV-IND-00266,DEL,Kolkata,Member,Female,Electronics,88.79,1,4.44,93.23,23-02-2023,12:09:00,Debit Card
INV-IND-00267,HYD,Chennai,Member,Female,Books & Stationery,83.26,5,20.82,437.12,22-01-2023,12:14:00,Net Banking
INV-IND-00268,HYD,Pune,Normal,Female,Home Appliances,73.56,6,22.07,463.43,16-01-2023,17:47:00,Debit Card
INV-IND-00269,BLR,Delhi,Normal,Female,Clothing,30.8,3,4.62,97.02,28-01-2023,09:47:00,Debit Card
INV-IND-00270,PUN,Chennai,Member,Female,Sports,43.23,9,19.45,408.52,04-02-2023,19:07:00,UPI
INV-IND-00271,PUN,Pune,Normal,Female,Electronics,14.76,6,4.43,92.99,01-03-2023,17:53:00,Net Banking
INV-IND-00272,AHM,Chennai,Member,Female,Books & Stationery,22.96,4,4.59,96.43,14-02-2023,17:48:00,Cash
INV-IND-00273,PUN,Ahmedabad,Member,Female,Clothing,79.39,7,27.79,583.52,15-02-2023,16:04:00,Cash
INV-IND-00274,MUM,Mumbai,Member,Male,Sports,72.93,8,29.17,612.61,13-03-2023,12:17:00,Net Banking
INV-IND-00275,HYD,Delhi,Normal,Male,Sports,61.38,9,27.62,580.04,24-02-2023,18:38:00,UPI
INV-IND-00276,DEL,Hyderabad,Member,Male,Home Appliances,90.09,6,27.03,567.57,27-03-2023,12:41:00,UPI
INV-IND-00277,HYD,Kolkata,Member,Male,Health & Wellness,60.41,6,18.12,380.58,26-03-2023,09:27:00,UPI
INV-IND-00278,KOL,Hyderabad,Normal,Male,Groceries,49.36,8,19.74,414.62,26-01-2023,11:23:00,Cash
INV-IND-00279,MUM,Delhi,Normal,Female,Clothing,37.34,5,9.34,196.04,26-03-2023,08:15:00,Debit Card
INV-IND-00280,PUN,Pune,Normal,Female,Electronics,94.34,3,14.15,297.17,25-01-2023,10:30:00,UPI
INV-IND-00281,AHM,Delhi,Normal,Female,Clothing,12.86,3,1.93,40.51,06-03-2023,12:13:00,Cash
INV-IND-00282,AHM,Delhi,Member,Female,Health & Wellness,93.43,6,28.03,588.61,06-01-2023,11:07:00,Cash
INV-IND-00283,AHM,Ahmedabad,Member,Female,Groceries,83.54,2,8.35,175.43,23-01-2023,13:28:00,Debit Card
INV-IND-00284,CHE,Bangalore,Member,Female,Clothing,17.34,6,5.2,109.24,05-03-2023,17:03:00,Net Banking
INV-IND-00285,BLR,Kolkata,Member,Female,Health & Wellness,58.67,6,17.6,369.62,28-03-2023,21:02:00,Net Banking
INV-IND-00286,MUM,Mumbai,Normal,Male,Electronics,87.32,8,34.93,733.49,12-02-2023,14:36:00,UPI
INV-IND-00287,KOL,Mumbai,Member,Male,Home Appliances,59.32,7,20.76,436,23-01-2023,16:36:00,UPI
INV-IND-00288,PUN,Chennai,Member,Male,Books & Stationery,91.18,8,36.47,765.91,30-01-2023,15:38:00,Debit Card
INV-IND-00289,KOL,Mumbai,Normal,Male,Sports,94.58,9,42.56,893.78,18-03-2023,13:29:00,UPI
INV-IND-00290,KOL,Kolkata,Member,Female,Electronics,45.13,6,13.54,284.32,18-01-2023,21:39:00,Debit Card
INV-IND-00291,PUN,Chennai,Member,Female,Groceries,40.84,3,6.13,128.65,28-03-2023,10:48:00,Cash
INV-IND-00292,KOL,Chennai,Member,Female,Sports,93.95,3,14.09,295.94,20-03-2023,19:32:00,UPI
INV-IND-00293,AHM,Pune,Member,Male,Books & Stationery,69.14,1,3.46,72.6,21-01-2023,14:05:00,Cash
INV-IND-00294,DEL,Bangalore,Member,Female,Electronics,16.02,5,4,84.1,26-02-2023,10:57:00,Credit Card
INV-IND-00295,BLR,Hyderabad,Member,Female,Electronics,9.02,4,1.8,37.88,23-01-2023,18:54:00,Debit Card
INV-IND-00296,CHE,Pune,Normal,Female,Electronics,58.64,9,26.39,554.15,14-02-2023,14:01:00,Credit Card
INV-IND-00297,KOL,Bangalore,Normal,Male,Electronics,93.37,9,42.02,882.35,13-02-2023,20:39:00,UPI
INV-IND-00298,KOL,Bangalore,Member,Female,Sports,85.2,5,21.3,447.3,23-03-2023,18:38:00,Cash
INV-IND-00299,HYD,Bangalore,Member,Male,Groceries,69.21,4,13.84,290.68,29-03-2023,20:54:00,UPI
INV-IND-00300,BLR,Delhi,Normal,Male,Books & Stationery,18.22,7,6.38,133.92,16-02-2023,08:39:00,Credit Card
INV-IND-00301,MUM,Pune,Member,Male,Health & Wellness,29.15,6,8.74,183.64,09-02-2023,14:55:00,UPI
INV-IND-00302,BLR,Hyderabad,Member,Male,Clothing,88.17,4,17.63,370.31,20-02-2023,13:54:00,Net Banking
INV-IND-00303,BLR,Ahmedabad,Member,Female,Home Appliances,22.37,2,2.24,46.98,11-02-2023,12:14:00,Credit Card
INV-IND-00304,PUN,Bangalore,Normal,Male,Books & Stationery,31.45,1,1.57,33.02,07-01-2023,10:22:00,UPI
INV-IND-00305,PUN,Hyderabad,Member,Male,Clothing,17.31,4,3.46,72.7,19-02-2023,20:31:00,Cash
INV-IND-00306,PUN,Ahmedabad,Normal,Female,Clothing,69.23,4,13.85,290.77,17-02-2023,20:19:00,UPI
INV-IND-00307,CHE,Kolkata,Member,Female,Home Appliances,94.68,1,4.73,99.41,25-03-2023,19:49:00,Cash
INV-IND-00308,AHM,Ahmedabad,Normal,Male,Books & Stationery,30.55,6,9.17,192.47,06-01-2023,17:36:00,Net Banking
INV-IND-00309,BLR,Kolkata,Normal,Female,Sports,50.16,4,10.03,210.67,09-01-2023,08:10:00,UPI
INV-IND-00310,CHE,Mumbai,Member,Male,Groceries,65.26,1,3.26,68.52,26-02-2023,18:19:00,Net Banking
INV-IND-00311,KOL,Ahmedabad,Normal,Male,Home Appliances,99.95,1,5,104.95,31-01-2023,08:25:00,Credit Card
INV-IND-00312,PUN,Kolkata,Member,Male,Groceries,14.96,1,0.75,15.71,21-01-2023,15:00:00,Cash
INV-IND-00313,KOL,Bangalore,Normal,Male,Sports,52.36,8,20.94,439.82,31-03-2023,19:02:00,Credit Card
INV-IND-00314,PUN,Delhi,Member,Female,Clothing,41.59,8,16.64,349.36,09-02-2023,11:40:00,Cash
INV-IND-00315,DEL,Ahmedabad,Member,Male,Groceries,87.25,2,8.72,183.22,14-02-2023,16:15:00,Net Banking
INV-IND-00316,CHE,Chennai,Normal,Female,Sports,50.22,7,17.58,369.12,18-03-2023,11:56:00,Debit Card
INV-IND-00317,CHE,Kolkata,Member,Female,Sports,15.54,8,6.22,130.54,18-02-2023,11:56:00,UPI
INV-IND-00318,AHM,Pune,Member,Female,Health & Wellness,65.27,8,26.11,548.27,28-03-2023,11:38:00,Net Banking
INV-IND-00319,MUM,Kolkata,Normal,Female,Home Appliances,78.22,7,27.38,574.92,20-01-2023,16:06:00,Cash
INV-IND-00320,HYD,Ahmedabad,Member,Male,Health & Wellness,5.27,5,1.32,27.67,17-01-2023,15:40:00,Cash
INV-IND-00321,BLR,Kolkata,Member,Female,Clothing,86.6,1,4.33,90.93,28-01-2023,19:02:00,Cash
INV-IND-00322,MUM,Hyderabad,Normal,Male,Home Appliances,22.67,9,10.2,214.23,10-02-2023,18:34:00,Cash
INV-IND-00323,CHE,Pune,Normal,Female,Clothing,57.45,7,20.11,422.26,07-03-2023,10:23:00,UPI
INV-IND-00324,MUM,Ahmedabad,Member,Female,Health & Wellness,44.5,2,4.45,93.45,25-01-2023,11:08:00,Credit Card
INV-IND-00325,DEL,Delhi,Member,Male,Books & Stationery,73.37,6,22.01,462.23,27-02-2023,12:14:00,Debit Card
INV-IND-00326,HYD,Hyderabad,Normal,Male,Sports,40.26,2,4.03,84.55,10-02-2023,09:07:00,UPI
INV-IND-00327,AHM,Pune,Normal,Male,Clothing,87.63,1,4.38,92.01,06-01-2023,18:15:00,Cash
INV-IND-00328,CHE,Chennai,Member,Female,Home Appliances,74.4,7,26.04,546.84,16-03-2023,13:35:00,UPI
INV-IND-00329,CHE,Kolkata,Normal,Female,Home Appliances,66.53,2,6.65,139.71,07-02-2023,19:10:00,Net Banking
INV-IND-00330,BLR,Kolkata,Member,Male,Clothing,80.64,2,8.06,169.34,06-01-2023,21:40:00,Cash
INV-IND-00331,AHM,Mumbai,Member,Male,Home Appliances,76.63,5,19.16,402.31,14-02-2023,14:48:00,Debit Card
INV-IND-00332,AHM,Pune,Member,Male,Sports,8.41,5,2.1,44.15,16-03-2023,12:59:00,Cash
INV-IND-00333,PUN,Kolkata,Member,Male,Books & Stationery,42.5,7,14.88,312.38,14-01-2023,18:01:00,Debit Card
INV-IND-00334,HYD,Mumbai,Member,Female,Sports,93.43,1,4.67,98.1,07-03-2023,13:56:00,Debit Card
INV-IND-00335,DEL,Mumbai,Normal,Male,Home Appliances,16.94,8,6.78,142.3,09-02-2023,12:15:00,Credit Card
INV-IND-00336,KOL,Ahmedabad,Normal,Male,Clothing,75.02,3,11.25,236.31,03-01-2023,13:52:00,Credit Card
INV-IND-00337,MUM,Kolkata,Normal,Male,Health & Wellness,97.59,4,19.52,409.88,24-01-2023,20:11:00,UPI
INV-IND-00338,AHM,Hyderabad,Normal,Male,Home Appliances,9.96,9,4.48,94.12,19-01-2023,16:40:00,UPI
INV-IND-00339,BLR,Chennai,Member,Female,Home Appliances,69.81,4,13.96,293.2,18-01-2023,16:43:00,Debit Card
INV-IND-00340,CHE,Hyderabad,Member,Male,Home Appliances,49.47,5,12.37,259.72,05-03-2023,21:56:00,Cash
INV-IND-00341,KOL,Hyderabad,Member,Female,Home Appliances,60.02,7,21.01,441.15,29-03-2023,20:35:00,Net Banking
INV-IND-00342,DEL,Kolkata,Member,Male,Clothing,13.11,4,2.62,55.06,04-02-2023,19:33:00,Net Banking
INV-IND-00343,HYD,Bangalore,Normal,Male,Health & Wellness,9.09,1,0.45,9.54,03-03-2023,12:43:00,Cash
INV-IND-00344,AHM,Delhi,Member,Female,Health & Wellness,68.35,9,30.76,645.91,01-01-2023,13:11:00,Cash
INV-IND-00345,MUM,Mumbai,Member,Male,Groceries,83.21,4,16.64,349.48,25-01-2023,09:38:00,Credit Card
INV-IND-00346,AHM,Kolkata,Normal,Female,Home Appliances,79.29,9,35.68,749.29,14-02-2023,11:16:00,Net Banking
INV-IND-00347,BLR,Ahmedabad,Normal,Female,Home Appliances,56.66,6,17,356.96,18-02-2023,16:01:00,Debit Card
INV-IND-00348,AHM,Mumbai,Normal,Male,Groceries,14.49,1,0.72,15.21,30-03-2023,11:45:00,UPI
INV-IND-00349,AHM,Chennai,Normal,Female,Health & Wellness,70.36,3,10.55,221.63,16-01-2023,18:14:00,Credit Card
INV-IND-00350,AHM,Bangalore,Member,Female,Electronics,27.98,2,2.8,58.76,19-01-2023,18:17:00,Net Banking
INV-IND-00351,CHE,Delhi,Member,Female,Sports,91.55,9,41.2,865.15,23-01-2023,14:04:00,Cash
INV-IND-00352,CHE,Kolkata,Normal,Female,Electronics,84.64,1,4.23,88.87,24-03-2023,14:07:00,Net Banking
INV-IND-00353,KOL,Chennai,Member,Female,Health & Wellness,72.39,9,32.58,684.09,25-01-2023,17:29:00,Debit Card
INV-IND-00354,KOL,Pune,Member,Female,Books & Stationery,95.14,9,42.81,899.07,16-01-2023,17:49:00,Credit Card
INV-IND-00355,MUM,Bangalore,Member,Female,Home Appliances,7.99,8,3.2,67.12,23-02-2023,09:14:00,Cash
INV-IND-00356,HYD,Hyderabad,Normal,Female,Electronics,74.94,8,29.98,629.5,14-03-2023,08:41:00,Debit Card
INV-IND-00357,DEL,Bangalore,Member,Male,Clothing,36.37,1,1.82,38.19,01-01-2023,15:01:00,UPI
INV-IND-00358,PUN,Chennai,Normal,Male,Clothing,91.08,8,36.43,765.07,11-02-2023,21:55:00,Credit Card
INV-IND-00359,HYD,Kolkata,Member,Female,Groceries,30.33,3,4.55,95.54,19-01-2023,11:00:00,Debit Card
INV-IND-00360,HYD,Bangalore,Member,Male,Health & Wellness,73.86,7,25.85,542.87,03-02-2023,17:04:00,Debit Card
INV-IND-00361,HYD,Kolkata,Member,Female,Health & Wellness,88.38,1,4.42,92.8,21-03-2023,09:10:00,Cash
INV-IND-00362,PUN,Ahmedabad,Normal,Female,Electronics,8.96,1,0.45,9.41,24-02-2023,17:27:00,UPI
INV-IND-00363,MUM,Kolkata,Member,Male,Home Appliances,42.78,5,10.7,224.6,18-01-2023,09:44:00,Debit Card
INV-IND-00364,PUN,Chennai,Normal,Female,Health & Wellness,77.42,5,19.36,406.46,03-02-2023,11:19:00,Credit Card
INV-IND-00365,MUM,Delhi,Normal,Female,Electronics,48.22,8,19.29,405.05,30-03-2023,09:40:00,Debit Card
INV-IND-00366,PUN,Ahmedabad,Normal,Female,Electronics,30.39,7,10.64,223.37,14-02-2023,20:47:00,Net Banking
INV-IND-00367,DEL,Delhi,Member,Female,Sports,25.88,8,10.35,217.39,06-01-2023,13:06:00,Credit Card
INV-IND-00368,AHM,Bangalore,Member,Male,Sports,17.49,6,5.25,110.19,21-01-2023,17:45:00,Credit Card
INV-IND-00369,HYD,Hyderabad,Member,Female,Health & Wellness,86.43,6,25.93,544.51,11-03-2023,19:22:00,Debit Card
INV-IND-00370,AHM,Pune,Member,Female,Electronics,59.66,2,5.97,125.29,17-02-2023,14:16:00,Cash
INV-IND-00371,MUM,Chennai,Normal,Female,Groceries,12.26,6,3.68,77.24,08-02-2023,18:54:00,Credit Card
INV-IND-00372,PUN,Delhi,Normal,Male,Groceries,41.35,5,10.34,217.09,31-01-2023,19:17:00,Net Banking
INV-IND-00373,DEL,Pune,Normal,Female,Sports,39.93,3,5.99,125.78,10-01-2023,14:38:00,Cash
INV-IND-00374,PUN,Mumbai,Member,Male,Health & Wellness,22.27,6,6.68,140.3,30-01-2023,20:52:00,Cash
INV-IND-00375,AHM,Kolkata,Normal,Male,Home Appliances,46.37,8,18.55,389.51,18-01-2023,11:40:00,Cash
INV-IND-00376,CHE,Delhi,Member,Female,Books & Stationery,36.55,9,16.45,345.4,01-03-2023,17:54:00,Credit Card
INV-IND-00377,DEL,Ahmedabad,Normal,Female,Groceries,37.47,1,1.87,39.34,29-03-2023,11:01:00,Cash
INV-IND-00378,HYD,Chennai,Member,Male,Groceries,75.21,3,11.28,236.91,14-03-2023,13:06:00,Debit Card
INV-IND-00379,BLR,Kolkata,Member,Female,Sports,26.21,3,3.93,82.56,15-01-2023,16:41:00,Cash
INV-IND-00380,HYD,Pune,Normal,Male,Sports,65.98,8,26.39,554.23,04-01-2023,14:35:00,Net Banking
INV-IND-00381,BLR,Chennai,Normal,Male,Health & Wellness,59.21,1,2.96,62.17,04-03-2023,08:03:00,UPI
INV-IND-00382,DEL,Delhi,Normal,Female,Sports,58.97,5,14.74,309.59,09-02-2023,21:23:00,Net Banking
INV-IND-00383,CHE,Hyderabad,Normal,Female,Clothing,67.99,3,10.2,214.17,09-01-2023,12:40:00,Credit Card
INV-IND-00384,AHM,Ahmedabad,Member,Male,Books & Stationery,57.1,2,5.71,119.91,09-01-2023,11:34:00,Cash
INV-IND-00385,CHE,Mumbai,Normal,Male,Electronics,88.53,8,35.41,743.65,26-01-2023,18:09:00,Cash
INV-IND-00386,MUM,Chennai,Normal,Male,Groceries,69.18,3,10.38,217.92,04-01-2023,14:59:00,Debit Card
INV-IND-00387,CHE,Hyderabad,Normal,Male,Clothing,56.96,7,19.94,418.66,22-03-2023,09:40:00,Cash
INV-IND-00388,KOL,Delhi,Member,Female,Home Appliances,83.83,1,4.19,88.02,16-01-2023,16:40:00,Net Banking
INV-IND-00389,DEL,Ahmedabad,Member,Female,Clothing,62.58,6,18.77,394.25,15-01-2023,17:32:00,Credit Card
INV-IND-00390,AHM,Kolkata,Normal,Female,Health & Wellness,32.66,3,4.9,102.88,21-02-2023,13:08:00,UPI
INV-IND-00391,AHM,Pune,Member,Female,Home Appliances,24.67,8,9.87,207.23,10-03-2023,18:57:00,Cash
INV-IND-00392,MUM,Delhi,Normal,Female,Home Appliances,19.47,6,5.84,122.66,05-01-2023,16:29:00,UPI
INV-IND-00393,AHM,Bangalore,Member,Male,Sports,90.45,2,9.04,189.94,20-01-2023,09:02:00,Cash
INV-IND-00394,CHE,Mumbai,Member,Female,Clothing,72.46,6,21.74,456.5,20-03-2023,18:32:00,Credit Card
INV-IND-00395,DEL,Mumbai,Member,Female,Health & Wellness,94.05,7,32.92,691.27,18-01-2023,11:45:00,Net Banking
INV-IND-00396,HYD,Kolkata,Member,Female,Groceries,62.31,5,15.58,327.13,02-01-2023,09:44:00,Credit Card
INV-IND-00397,CHE,Ahmedabad,Normal,Female,Books & Stationery,49.97,3,7.5,157.41,13-01-2023,20:51:00,UPI
INV-IND-00398,PUN,Delhi,Normal,Female,Sports,10.67,4,2.13,44.81,04-01-2023,15:04:00,Cash
INV-IND-00399,BLR,Delhi,Normal,Male,Clothing,68.81,4,13.76,289,11-02-2023,12:14:00,UPI
INV-IND-00400,DEL,Hyderabad,Member,Male,Groceries,60.31,6,18.09,379.95,15-03-2023,15:08:00,Net Banking
INV-IND-00401,AHM,Bangalore,Normal,Male,Clothing,99.07,1,4.95,104.02,02-03-2023,15:13:00,Credit Card
INV-IND-00402,MUM,Pune,Normal,Female,Sports,27.72,4,5.54,116.42,08-01-2023,11:26:00,UPI
INV-IND-00403,HYD,Ahmedabad,Normal,Male,Groceries,55.42,4,11.08,232.76,08-03-2023,08:27:00,UPI
INV-IND-00404,KOL,Chennai,Member,Male,Sports,66.84,1,3.34,70.18,04-03-2023,19:21:00,Net Banking
INV-IND-00405,HYD,Pune,Member,Female,Clothing,66.24,9,29.81,625.97,09-01-2023,13:35:00,Cash
INV-IND-00406,CHE,Bangalore,Member,Female,Home Appliances,58.32,4,11.66,244.94,11-01-2023,17:47:00,UPI
INV-IND-00407,BLR,Pune,Normal,Female,Books & Stationery,78.81,7,27.58,579.25,11-02-2023,18:27:00,Net Banking
INV-IND-00408,HYD,Delhi,Normal,Male,Electronics,24.47,3,3.67,77.08,13-01-2023,09:08:00,Cash
INV-IND-00409,KOL,Ahmedabad,Normal,Male,Books & Stationery,73.93,3,11.09,232.88,05-02-2023,20:25:00,Cash
INV-IND-00410,PUN,Pune,Member,Female,Home Appliances,63.87,8,25.55,536.51,13-01-2023,16:32:00,Credit Card
INV-IND-00411,MUM,Kolkata,Member,Female,Sports,90.13,8,36.05,757.09,12-01-2023,10:46:00,Net Banking
INV-IND-00412,DEL,Mumbai,Normal,Male,Books & Stationery,85.48,1,4.27,89.75,06-02-2023,20:09:00,Cash
INV-IND-00413,BLR,Chennai,Member,Male,Sports,34.94,2,3.49,73.37,15-03-2023,21:04:00,Credit Card
INV-IND-00414,KOL,Hyderabad,Member,Female,Sports,31.24,8,12.5,262.42,14-03-2023,14:07:00,Debit Card
INV-IND-00415,AHM,Ahmedabad,Member,Female,Groceries,98.26,1,4.91,103.17,21-02-2023,12:10:00,Net Banking
INV-IND-00416,CHE,Ahmedabad,Member,Male,Health & Wellness,55.09,8,22.04,462.76,12-03-2023,19:25:00,Debit Card
INV-IND-00417,CHE,Hyderabad,Normal,Female,Sports,91.11,8,36.44,765.32,02-01-2023,10:49:00,Cash
INV-IND-00418,CHE,Chennai,Member,Male,Books & Stationery,20.57,2,2.06,43.2,25-02-2023,20:37:00,Net Banking
INV-IND-00419,AHM,Delhi,Member,Male,Books & Stationery,66.07,4,13.21,277.49,01-03-2023,09:29:00,Credit Card
INV-IND-00420,AHM,Chennai,Member,Male,Books & Stationery,81.94,6,24.58,516.22,23-01-2023,17:20:00,Cash
INV-IND-00421,BLR,Chennai,Member,Male,Home Appliances,95,9,42.75,897.75,09-02-2023,15:25:00,Net Banking
INV-IND-00422,HYD,Mumbai,Normal,Female,Electronics,37.05,8,14.82,311.22,05-03-2023,12:53:00,Net Banking
INV-IND-00423,BLR,Pune,Normal,Female,Sports,73.87,8,29.55,620.51,26-03-2023,10:29:00,Debit Card
INV-IND-00424,CHE,Kolkata,Member,Male,Sports,56.19,7,19.67,413,23-01-2023,10:11:00,Cash
INV-IND-00425,PUN,Hyderabad,Member,Male,Sports,10.76,9,4.84,101.68,29-01-2023,15:12:00,Credit Card
INV-IND-00426,KOL,Delhi,Member,Male,Groceries,70.55,2,7.06,148.16,19-03-2023,08:58:00,Credit Card
INV-IND-00427,DEL,Ahmedabad,Member,Male,Sports,70.56,3,10.58,222.26,31-03-2023,21:55:00,Cash
INV-IND-00428,DEL,Delhi,Member,Male,Home Appliances,93.41,8,37.36,784.64,20-02-2023,11:18:00,Cash
INV-IND-00429,BLR,Hyderabad,Member,Female,Clothing,52.24,6,15.67,329.11,10-03-2023,11:34:00,UPI
INV-IND-00430,CHE,Mumbai,Normal,Female,Health & Wellness,26.87,9,12.09,253.92,30-03-2023,17:20:00,Debit Card
INV-IND-00431,AHM,Mumbai,Member,Female,Books & Stationery,9.23,4,1.85,38.77,31-01-2023,15:51:00,Cash
INV-IND-00432,MUM,Chennai,Normal,Female,Sports,44.49,8,17.8,373.72,19-02-2023,20:23:00,Cash
INV-IND-00433,PUN,Hyderabad,Normal,Male,Groceries,33.68,3,5.05,106.09,20-01-2023,12:06:00,UPI
INV-IND-00434,BLR,Bangalore,Member,Male,Home Appliances,77.3,3,11.6,243.5,24-02-2023,14:21:00,UPI
INV-IND-00435,CHE,Hyderabad,Normal,Male,Sports,38.66,8,15.46,324.74,22-03-2023,11:58:00,Net Banking
INV-IND-00436,HYD,Delhi,Normal,Male,Groceries,95.16,5,23.79,499.59,02-01-2023,14:06:00,Credit Card
INV-IND-00437,DEL,Hyderabad,Normal,Male,Clothing,96.42,3,14.46,303.72,25-01-2023,10:47:00,Debit Card
